Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa05168:Herpes simplex infection	21	1.164079822616408	0.07470684574565929	IFIH1, IL6, SP100, TBK1, C5, HCFC2, HLA-B, IL15, STAT1, TAB2, PTPN11, IFNAR1, DDX58, IFIT1, MAPK9, JAK1, JAK2, FAS, TRAF5, CLOCK, EIF2AK4	538	183	6910	1.4738862819184595	0.9999999987475853	0.28540257791581825	63.843783286057665
BIOCARTA	h_pdgfPathway:PDGF Signaling Pathway	7	0.3880266075388027	0.07709696990906137	PRKCA, SOS1, PDGFRA, JAK1, STAT1, PIK3R1, RASA1	179	28	1625	2.2695530726256985	0.9999999956603246	0.9787435150368864	64.49805753927153
KEGG_PATHWAY	hsa04915:Estrogen signaling pathway	13	0.720620842572062	0.08105911793487353	ADCY4, KCNJ6, PLCB4, SOS1, SOS2, CREB3L1, PRKACB, PLCB1, SHC3, MMP2, AKT3, PIK3R1, ITPR2	538	99	6910	1.6865682850812962	0.9999999997968021	0.3022881211491554	66.9642685403223
KEGG_PATHWAY	hsa04071:Sphingolipid signaling pathway	15	0.8314855875831485	0.08106384741439879	PRKCA, S1PR3, S1PR1, PLCB4, PPP2R3A, ROCK1, ROCK2, MAPK9, ABCC1, BDKRB2, PLCB1, ADORA1, PTEN, PIK3R1, AKT3	538	120	6910	1.6054832713754645	0.999999999797078	0.2983054843896593	66.96649616833417
KEGG_PATHWAY	hsa04610:Complement and coagulation cascades	10	0.5543237250554324	0.08475617213338232	F10, MASP1, C5, TFPI, CFH, SERPING1, C1R, C1S, BDKRB2, CFD	538	69	6910	1.8614298798556115	0.9999999999299001	0.3060321734477267	68.66389992958398
KEGG_PATHWAY	hsa04916:Melanogenesis	13	0.720620842572062	0.08597364044120748	PRKCA, WNT5A, ADCY4, WNT16, WNT5B, PLCB4, KITLG, CREB3L1, PRKACB, FZD2, PLCB1, TCF7L2, FZD7	538	100	6910	1.6697026022304835	0.999999999950671	0.30588354230853765	69.20567582097628
KEGG_PATHWAY	hsa04726:Serotonergic synapse	14	0.7760532150776054	0.08834099228630311	PRKCA, TRPC1, APP, PLCB4, KCNJ6, PTGS1, GNG11, GNB3, PRKACB, PLCB1, HTR2B, CACNA1C, HTR2A, ITPR2	538	111	6910	1.6199470846310995	0.9999999999751251	0.3092359778540119	70.23446568848395
KEGG_PATHWAY	hsa05231:Choline metabolism in cancer	13	0.720620842572062	0.09106987597643461	PRKCA, WASF3, DGKI, HIF1A, SOS1, SOS2, PDGFRA, SLC22A4, MAPK9, PDGFRB, PDGFC, PIK3R1, AKT3	538	101	6910	1.6531708932975082	0.9999999999887267	0.31356759108716203	71.38093483760129
KEGG_PATHWAY	hsa05162:Measles	16	0.8869179600886918	0.09128242832534511	IL6, IFIH1, TBK1, TLR4, STAT1, TAB2, IFNAR1, DDX58, DOK1, CCND1, JAK1, JAK2, FAS, AKT3, PIK3R1, EIF2AK4	538	133	6910	1.5451267574139809	0.9999999999894017	0.3103854459094466	71.46849829373613
BBID	11.IL-6_gp130-Jak-STAT	3	0.1662971175166297	0.09267080559348446	IL6, IL6ST, STAT1	43	5	388	5.413953488372093	0.9982022987178837	0.878407764615901	62.885743280582915
KEGG_PATHWAY	hsa05032:Morphine addiction	12	0.6651884700665188	0.09358736836818052	PRKCA, ADCY4, PDE7B, KCNJ6, PDE1C, PDE1A, GNG11, PDE8B, PRKACB, GNB3, GRK5, ADORA1	538	91	6910	1.693696637934556	0.9999999999945793	0.3133658954053664	72.40228457314734
KEGG_PATHWAY	hsa05166:HTLV-I infection	27	1.4966740576496673	0.0944757189592387	WNT5A, ADCY4, IL1R1, WNT16, NRP1, WNT5B, XIAP, TGFB3, MYBL1, IL15, CANX, TGFB1, VCAM1, PRKACB, PPP3CA, PIK3R1, AKT3, APC, IL6, HLA-B, FZD2, CDC27, FZD7, CCND1, PDGFRA, PDGFRB, JAK1	538	256	6910	1.3546265102230484	0.9999999999958157	0.3122164154966095	72.75457769986909
BIOCARTA	h_plcdPathway:Phospholipase C d1 in phospholipid associated cell signaling	3	0.1662971175166297	0.09552862144885611	PRKCA, ADRA1B, TGM2	179	5	1625	5.4469273743016755	0.9999999999657423	0.9819784086702354	72.63683081248216
KEGG_PATHWAY	hsa04925:Aldosterone synthesis and secretion	11	0.6097560975609756	0.09576049350035085	PRKCA, AGTR1, ADCY4, PLCB4, CAMK4, CACNA1G, CREB3L1, PRKACB, PLCB1, CACNA1C, ITPR2	538	81	6910	1.7442287392721099	0.9999999999971236	0.31222177235970805	73.25673735517763
KEGG_PATHWAY	hsa04917:Prolactin signaling pathway	10	0.5543237250554324	0.09738948768280686	CCND1, SOS1, SOS2, MAPK9, JAK2, SOCS5, STAT1, SHC3, AKT3, PIK3R1	538	71	6910	1.8089952353526362	0.9999999999982131	0.31319293612971333	73.88114526162867
KEGG_PATHWAY	hsa04614:Renin-angiotensin system	5	0.2771618625277162	0.0983385565236559	AGTR1, ATP6AP2, AGT, MME, ANPEP	538	23	6910	2.792144819783417	0.9999999999986464	0.31227060854252486	74.23869517340049
